,Durable Emp,Construction Emp,Nondurable goods Emp,Services Emp,Durable Hours,Construction Hours,Nondurable Hours,Services Hours,Durable TH,Construction TH,Nondurable TH,Services TH
8/1/1971,7528,3257,5465,31428,40.3,37.6,39.1,35.3,303378.4,122463.2,213681.5,1109408.4
9/1/1971,7548,3286,5490,31550,40.2,37.6,39.1,35.2,303429.6,123553.6,214659,1110560
10/1/1971,7547,3328,5480,31547,40.5,37.8,39.1,35.3,305653.5,125798.4,214268,1113609.1
11/1/1971,7569,3356,5495,31612,40.5,38.8,39.2,35.3,306544.5,130212.8,215404,1115903.6
12/1/1971,7580,3286,5498,31769,40.8,37.2,39.3,35.4,309264,122239.2,216071.4,1124622.6
1/1/1972,7615,3414,5558,31931,40.8,37.2,39.3,35.3,310692,127000.8,218429.4,1127164.3
2/1/1972,7673,3350,5562,32049,41,37.2,39.5,35.3,314593,124620,219699,1131329.7
3/1/1972,7734,3406,5582,32213,41,37.3,39.5,35.3,317094,127043.8,220489,1137118.9
4/1/1972,7775,3411,5598,32287,41.2,36.8,39.6,35.3,320330,125524.8,221680.8,1139731.1
5/1/1972,7835,3436,5616,32370,41.2,36.7,39.5,35.2,322802,126101.2,221832,1139424
6/1/1972,7844,3444,5631,32586,41.3,36.9,39.6,35.2,323957.2,127083.6,222987.6,1147027.2
7/1/1972,7769,3413,5618,32560,41.2,37,39.5,35.2,320082.8,126281,221911,1146112
8/1/1972,7939,3444,5623,32663,41.3,37.1,39.5,35.1,327880.7,127772.4,222108.5,1146471.3
9/1/1972,7943,3458,5629,32709,41.4,37.1,39.5,35.2,328840.2,128291.8,222345.5,1151356.8
10/1/1972,8029,3496,5652,32888,41.5,37.3,39.5,35.3,333203.5,130400.8,223254,1160946.4
11/1/1972,8114,3454,5669,33064,41.6,36.5,39.5,35.2,337542.4,126071,223925.5,1163852.8
12/1/1972,8211,3365,5691,33305,41.4,35.7,39.4,35.2,339935.4,120130.5,224225.4,1172336
1/1/1973,8304,3447,5702,33407,41.5,36.3,38.9,35.2,344616,125126.1,221807.8,1175926.4
2/1/1973,8403,3482,5724,33582,41.8,36.3,39.5,35.2,351245.4,126396.6,226098,1182086.4
3/1/1973,8444,3517,5737,33712,41.7,37.1,39.6,35.2,352114.8,130480.7,227185.2,1186662.4
4/1/1973,8455,3525,5737,33773,41.6,37,39.5,35.1,351728,130425,226611.5,1185432.3
5/1/1973,8492,3555,5725,33819,41.6,37.4,39.4,35.1,353267.2,132957,225565,1187046.9
6/1/1973,8530,3608,5723,33875,41.5,37.4,39.4,35.2,353995,134939.2,225486.2,1192400
7/1/1973,8526,3651,5706,33855,41.6,37.4,39.4,35.2,354681.6,136547.4,224816.4,1191696
8/1/1973,8548,3633,5703,34005,41.4,37.3,39.3,35.1,353887.2,135510.9,224127.9,1193575.5
9/1/1973,8525,3631,5688,34060,41.5,36.9,39.4,35,353787.5,133983.9,224107.2,1192100
10/1/1973,8573,3623,5716,34232,41.4,37.1,39.4,35,354922.2,134413.3,225210.4,1198120
11/1/1973,8617,3618,5725,34367,41.4,38.2,39.5,35,356743.8,138207.6,226137.5,1202845
12/1/1973,8649,3613,5737,34431,41.4,37.1,39.5,34.9,358068.6,134042.3,226611.5,1201641.9
1/1/1974,8602,3576,5738,34451,41.2,36.2,39.4,34.9,354402.4,129451.2,226077.2,1202339.9
2/1/1974,8547,3621,5722,34548,41.1,37.6,39.4,34.9,351281.7,136149.6,225446.8,1205725.2
3/1/1974,8518,3619,5705,34578,41.1,37.1,39.3,34.9,350089.8,134264.9,224206.5,1206772.2
4/1/1974,8548,3593,5677,34646,40,36.4,38.8,34.9,341920,130785.2,220267.6,1209145.4
5/1/1974,8529,3564,5670,34787,41.1,36.9,39.2,34.8,350541.9,131511.6,222264,1210587.6
6/1/1974,8543,3509,5654,34852,40.9,37.2,39.1,34.9,349408.7,130534.8,221071.4,1216334.8
7/1/1974,8517,3416,5635,34924,40.8,37.2,39.1,34.8,347493.6,127075.2,220328.5,1215355.2
8/1/1974,8480,3439,5609,34939,40.9,36.9,39.1,34.8,346832,126899.1,219311.9,1215877.2
9/1/1974,8447,3393,5578,34936,40.8,37,38.8,34.8,344637.6,125541,216426.4,1215772.8
10/1/1974,8363,3356,5521,35027,40.8,37.3,38.7,34.6,341210.4,125178.8,213662.7,1211934.2
11/1/1974,8180,3293,5427,34937,40.3,37.4,38.3,34.6,329654,123158.2,207854.1,1208820.2
12/1/1974,7939,3239,5320,34813,40.1,37.5,38.1,34.6,318353.9,121462.5,202692,1204529.8
1/1/1975,7720,3239,5213,34691,40,37.1,37.9,34.7,308800,120166.9,197572.7,1203777.7
2/1/1975,7511,3110,5111,34628,39.7,36.7,37.7,34.6,298186.7,114137,192684.7,1198128.8
3/1/1975,7422,3023,5061,34586,39.5,35.5,37.7,34.5,293169,107316.5,190799.7,1193217
4/1/1975,7332,2956,5075,34512,39.7,36.7,37.9,34.5,291080.4,108485.2,192342.5,1190664
5/1/1975,7306,2941,5100,34632,39.6,37.1,38.2,34.5,289317.6,109111.1,194820,1194804
6/1/1975,7259,2921,5112,34670,39.7,36.2,38.5,34.5,288182.3,105740.2,196812,1196115
7/1/1975,7223,2897,5151,34878,39.9,36.8,38.7,34.5,288197.7,106609.6,199343.7,1203291
8/1/1975,7341,2928,5197,35023,40.2,37.2,39.1,34.6,295108.2,108921.6,203202.7,1211795.8
9/1/1975,7375,2944,5242,35038,40.3,37,39.2,34.5,297212.5,108928,205486.4,1208811
10/1/1975,7376,2952,5311,35150,40.4,36.8,39.3,34.5,297990.4,108633.6,208722.3,1212675
11/1/1975,7382,2962,5318,35201,40.3,37.1,39.3,34.6,297494.6,109890.2,208997.4,1217954.6
12/1/1975,7453,2998,5358,35354,40.7,37.2,39.5,34.5,303337.1,111525.6,211641,1219713
1/1/1976,7546,3051,5399,35588,40.8,37.6,39.7,34.6,307876.8,114717.6,214340.3,1231344.8
2/1/1976,7611,3034,5419,35771,40.9,37.8,39.6,34.6,311289.9,114685.2,214592.4,1237676.6
3/1/1976,7665,3034,5427,35890,40.8,36.4,39.4,34.4,312732,110437.6,213823.8,1234616
4/1/1976,7719,3025,5441,36029,40.1,37.4,39,34.5,309531.9,113135,212199,1243000.5
5/1/1976,7748,2989,5382,36084,41,37.2,39.3,34.4,317668,111190.8,211512.6,1241289.6
6/1/1976,7749,2966,5372,36141,41,37.3,39.1,34.3,317709,110631.8,210045.2,1239636.3
7/1/1976,7750,2964,5374,36274,41,37.1,39.2,34.3,317750,109964.4,210660.8,1244198.2
8/1/1976,7838,2963,5357,36327,41,37,39,34.2,321358,109631,208923,1242383.4
9/1/1976,7847,2965,5406,36433,40.9,37.6,39.1,34.3,320942.3,111484,211374.6,1249651.9
10/1/1976,7712,2973,5397,36467,40.7,37.6,39,34.2,313878.4,111784.8,210483,1247171.4
11/1/1976,7807,3004,5392,36533,40.8,37.5,39.1,34.1,318525.6,112650,210827.2,1245775.3
12/1/1976,7833,3006,5397,36684,40.5,37.2,39.1,34.2,317236.5,111823.2,211022.7,1254592.8
1/1/1977,7886,2966,5419,36856,40.1,35.6,38.5,34.1,316228.6,105589.6,208631.5,1256789.6
2/1/1977,7890,3070,5441,36985,40.9,38,39.3,34.2,322701,116660,213831.3,1264887
3/1/1977,7967,3150,5457,37175,41,37.2,39.3,34.1,326647,117180,214460.1,1267667.5
4/1/1977,8011,3193,5479,37341,41.1,37.4,39.4,34.1,329252.1,119418.2,215872.6,1273328.1
5/1/1977,8080,3213,5487,37510,41.3,37.3,39.3,34.1,333704,119844.9,215639.1,1279091
6/1/1977,8122,3233,5500,37678,41.3,36.9,39.4,34.1,335438.6,119297.7,216700,1284819.8
7/1/1977,8170,3244,5500,37841,41.2,36.9,39.1,34.1,336604,119703.6,215050,1290378.1
8/1/1977,8179,3251,5500,37988,41.2,36.7,39.3,34.1,336974.8,119311.7,216150,1295390.8
9/1/1977,8204,3269,5510,38222,41.3,36.4,39.1,34,338825.2,118991.6,215441,1299548
10/1/1977,8210,3277,5512,38353,41.4,36.9,39.3,34.1,339894,120921.3,216621.6,1307837.3
11/1/1977,8252,3301,5519,38549,41.3,37,39.3,34,340807.6,122137,216896.7,1310666
12/1/1977,8325,3323,5536,38743,41.2,36.7,39.2,34,342990,121954.1,217011.2,1317262
1/1/1978,8378,3263,5539,38837,40.3,34.8,38.3,33.8,337633.4,113552.4,212143.7,1312690.6
2/1/1978,8402,3286,5548,39002,40.7,36.2,38.8,33.9,341961.4,118953.2,215262.4,1322167.8
3/1/1978,8427,3407,5565,39228,41.2,37.1,39.4,33.9,347192.4,126399.7,219261,1329829.2
4/1/1978,8469,3529,5568,39466,41.2,37.5,39.3,33.9,348922.8,132337.5,218822.4,1337897.4
5/1/1978,8523,3522,5573,39638,41.2,37,39.2,33.8,351147.6,130314,218461.6,1339764.4
6/1/1978,8548,3593,5581,39850,41.4,37.7,39.3,33.9,353887.2,135456.1,219333.3,1350915
7/1/1978,8578,3619,5574,39956,41.4,37.8,39.3,33.9,355129.2,136798.2,219058.2,1354508.4
8/1/1978,8612,3638,5575,40107,41.3,37.6,39.3,33.8,355675.6,136788.8,219097.5,1355616.6
9/1/1978,8661,3647,5580,40232,41.3,37.2,39.2,33.8,357699.3,135668.4,218736,1359841.6
10/1/1978,8711,3669,5580,40354,41.4,37.6,39.2,33.8,360635.4,137954.4,218736,1363965.2
11/1/1978,8782,3674,5606,40600,41.5,37.4,39.3,33.7,364453,137407.6,220315.8,1368220
12/1/1978,8836,3668,5623,40757,41.4,37.7,39.2,33.7,365810.4,138283.6,220421.6,1373510.9
1/1/1979,8872,3591,5625,40855,41.3,36.3,39,33.6,366413.6,130353.3,219375,1372728
2/1/1979,8890,3599,5611,41018,41.4,37.1,39.1,33.7,368046,133522.9,219390.1,1382306.6
3/1/1979,8911,3765,5615,41202,41.5,37.9,39.3,33.7,369806.5,142693.5,220669.5,1388507.4
4/1/1979,8912,3723,5603,41104,39.7,36.3,38.6,33.6,353806.4,135144.9,216275.8,1381094.4
5/1/1979,8935,3768,5616,41322,41,37.6,39,33.6,366335,141676.8,219024,1388419.2
6/1/1979,8954,3798,5612,41484,40.9,37.8,39.1,33.7,366218.6,143564.4,219429.2,1398010.8
7/1/1979,8922,3816,5614,41468,40.9,37.4,39.2,33.7,364909.8,142718.4,220068.8,1397471.6
8/1/1979,8801,3828,5596,41547,40.8,37.8,39.1,33.6,359080.8,144698.4,218803.6,1395979.2
9/1/1979,8857,3814,5583,41631,40.8,37.7,39.1,33.6,361365.6,143787.8,218295.3,1398801.6
10/1/1979,8795,3805,5589,41806,40.9,37.6,39.1,33.6,359715.5,143068,218529.9,1404681.6
11/1/1979,8722,3797,5573,41933,40.7,37.5,39.2,33.7,354985.4,142387.5,218461.6,1413142.1
12/1/1979,8734,3809,5566,41998,40.7,37.7,39.2,33.6,355473.8,143599.3,218187.2,1411132.8
1/1/1980,8676,3797,5565,42102,40.6,36.9,39,33.6,352245.6,140109.3,217035,1414627.2
2/1/1980,8658,3780,5512,42252,40.7,37.3,39.1,33.5,352380.6,140994,215519.2,1415442
3/1/1980,8655,3711,5510,42349,40.4,37.1,39,33.4,349662,137678.1,214890,1414456.6
4/1/1980,8427,3644,5487,42211,40.3,37.4,39,33.3,339608.1,136285.6,213993,1405626.3
5/1/1980,8184,3606,5448,42175,39.8,37.2,38.6,33.3,325723.2,134143.2,210292.8,1404427.5
6/1/1980,8011,3576,5394,42122,39.7,37.7,38.5,33.3,318036.7,134815.2,207669,1402662.6
7/1/1980,7879,3528,5348,42160,39.6,37.4,38.4,33.2,312008.4,131947.2,205363.2,1399712
8/1/1980,7945,3549,5404,42237,40.1,37.1,38.6,33.3,318594.5,131667.9,208594.4,1406492.1
9/1/1980,7989,3568,5407,42325,40.2,37.7,38.6,33.3,321157.8,134513.6,208710.2,1409422.5
10/1/1980,8038,3575,5399,42434,40.4,37.8,38.8,33.4,324735.2,135135,209481.2,1417295.6
11/1/1980,8125,3568,5403,42546,40.6,37.8,38.9,33.4,329875,134870.4,210176.7,1421036.4
12/1/1980,8143,3571,5407,42674,40.7,37.8,39.1,33.4,331420.1,134983.8,211413.7,1425311.6
1/1/1981,8147,3540,5398,42803,40.7,38.1,39.2,33.5,331582.9,134874,211601.6,1433900.5
2/1/1981,8117,3519,5401,42867,40.3,36.8,39,33.5,327115.1,129499.2,210639,1436044.5
3/1/1981,8145,3568,5405,42923,40.6,38.1,39.1,33.4,330687,135940.8,211335.5,1433628.2
4/1/1981,8183,3582,5411,43052,40.7,37.6,39.2,33.5,333048.1,134683.2,212111.2,1442242
5/1/1981,8205,3504,5428,43086,40.8,37.2,39.2,33.4,334764,130348.8,212777.6,1439072.4
6/1/1981,8207,3471,5425,43169,40.6,37,39.2,33.3,333204.2,128427,212660,1437527.7
7/1/1981,8187,3458,5442,43251,40.5,37.3,39,33.3,331573.5,128983.4,212238,1440258.3
8/1/1981,8150,3440,5423,43310,40.6,37.2,39,33.3,330890,127968,211497,1442223
9/1/1981,8134,3422,5431,43343,40.2,36.9,38.8,33.3,326986.8,126271.8,210722.8,1443321.9
10/1/1981,8021,3406,5378,43356,40.2,37.5,38.7,33.2,322444.2,127725,208128.6,1439419.2
11/1/1981,7882,3380,5353,43290,40,38,38.6,33.3,315280,128440,206625.8,1441557
12/1/1981,7719,3345,5314,43233,39.6,37.6,38.5,33.1,305672.4,125772,204589,1431012.3
1/1/1982,7615,3243,5259,43194,38,34.9,36.2,32.9,289370,113180.7,190375.8,1421082.6
2/1/1982,7579,3310,5252,43229,40.1,37.5,38.8,33.3,303917.9,124125,203777.6,1439525.7
3/1/1982,7506,3294,5221,43219,39.7,37.8,38.3,33.2,297988.2,124513.2,199964.3,1434870.8
4/1/1982,7380,3265,5186,43147,39.6,37.3,38.3,33.1,292248,121784.5,198623.8,1428165.7
5/1/1982,7337,3265,5169,43210,39.7,37.6,38.3,33.2,291278.9,122764,197972.7,1434572
6/1/1982,7229,3211,5136,43175,39.8,37.2,38.3,33.1,287714.2,119449.2,196708.8,1429092.5
7/1/1982,7158,3188,5103,43145,39.7,37.5,38.4,33.2,284172.6,119550,195955.2,1432414
8/1/1982,7044,3166,5109,43090,39.5,37.3,38.3,33.2,278238,118091.8,195674.7,1430588
9/1/1982,6987,3149,5117,43038,39.4,37.8,38.4,33.3,275287.8,119032.2,196492.8,1433165.4
10/1/1982,6793,3131,5087,42984,39.3,37,38.3,33.1,266964.9,115847,194832.1,1422770.4
11/1/1982,6700,3139,5066,42971,39.5,37.2,38.4,33.1,264650,116770.8,194534.4,1422340.1
12/1/1982,6687,3139,5059,42985,39.5,37.4,38.4,33.2,264136.5,117398.6,194265.6,1427102
1/1/1983,6721,3206,5062,43113,39.9,38.4,38.6,33.2,268167.9,123110.4,195393.2,1431351.6
2/1/1983,6731,3147,5063,43153,39.9,37.1,38.4,32.9,268566.9,116753.7,194419.2,1419733.7
3/1/1983,6748,3130,5069,43329,40.2,37.3,38.9,33,271269.6,116749,197184.1,1429857
4/1/1983,6808,3135,5086,43495,40.3,37.1,39,33.1,274362.4,116308.5,198354,1439684.5
5/1/1983,6884,3143,5103,43641,40.6,37.6,39.2,33.2,279490.4,118176.8,200037.6,1448881.2
6/1/1983,6930,3189,5124,43887,40.7,37.7,39.3,33.1,282051,120225.3,201373.2,1452659.7
7/1/1983,7011,3229,5144,44121,40.9,37.7,39.4,33.1,286749.9,121733.3,202673.6,1460405.1
8/1/1983,7049,3273,5151,43666,41,37.7,39.4,33.1,289009,123392.1,202949.4,1445344.6
9/1/1983,7136,3306,5182,44544,41.3,37.5,39.6,33.2,294716.8,123975,205207.2,1478860.8
10/1/1983,7213,3342,5195,44657,41.4,37.2,39.6,33.3,298618.2,124322.4,205722,1487078.1
11/1/1983,7288,3379,5215,44814,41.4,37.3,39.5,33.2,301723.2,126036.7,205992.5,1487824.8
12/1/1983,7329,3405,5224,45026,41.3,37.4,39.3,33.3,302687.7,127347,205303.2,1499365.8
1/1/1984,7379,3455,5238,45144,41.4,37.8,39.4,33.2,305490.6,130599,206377.2,1498780.8
2/1/1984,7451,3550,5252,45380,41.9,38.7,39.9,33.2,312196.9,137385,209554.8,1506616
3/1/1984,7502,3516,5266,45535,41.5,37.4,39.6,33.2,311333,131498.4,208533.6,1511762
4/1/1984,7538,3544,5276,45747,41.6,37.9,39.7,33.3,313580.8,134317.6,209457.2,1523375.1
5/1/1984,7566,3572,5274,45899,41.6,38.1,39.5,33.2,314745.6,136093.2,208323,1523846.8
6/1/1984,7601,3621,5270,46096,41.4,38.4,39.4,33.2,314681.4,139046.4,207638,1530387.2
7/1/1984,7631,3643,5270,46262,41.5,38,39.4,33.2,316686.5,138434,207638,1535898.4
8/1/1984,7651,3649,5255,46389,41.3,38.1,39.3,33.1,315986.3,139026.9,206521.5,1535475.9
9/1/1984,7643,3674,5237,46616,41.4,38.1,39.2,33.2,316420.2,139979.4,205290.4,1547651.2
10/1/1984,7639,3689,5229,46833,41.4,37.8,39.1,33,316254.6,139444.2,204453.9,1545489
11/1/1984,7627,3712,5219,47083,41.3,38.4,39.2,33.1,314995.1,142540.8,204584.8,1558447.3
12/1/1984,7636,3744,5212,47171,41.4,38.3,39.2,33.2,316130.4,143395.2,204310.4,1566077.2
1/1/1985,7626,3760,5207,47386,41.2,37.9,39.1,33,314191.2,142504,203593.7,1563738
2/1/1985,7588,3754,5196,47540,40.8,38.3,39.1,33,309590.4,143778.2,203163.6,1568820
3/1/1985,7572,3821,5186,47747,41.3,38.4,39.2,33,312723.6,146726.4,203291.2,1575651
4/1/1985,7530,3849,5171,47882,41.3,38.5,39.3,32.9,310989,148186.5,203220.3,1575317.8
5/1/1985,7512,3866,5161,48090,41.2,38.1,39.2,33,309494.4,147294.6,202311.2,1586970
6/1/1985,7481,3867,5154,48208,41.3,37.9,39.3,33,308965.3,146559.3,202552.2,1590864
7/1/1985,7444,3877,5152,48289,41.2,38.2,39.3,32.9,306692.8,148101.4,202473.6,1588708.1
8/1/1985,7435,3893,5158,48462,41.4,38.1,39.4,32.9,307809,148323.3,203225.2,1594399.8
9/1/1985,7400,3918,5156,48621,41.3,38.2,39.5,32.9,305620,149667.6,203662,1599630.9
10/1/1985,7404,3929,5152,48784,41.4,38.1,39.6,32.9,306525.6,149694.9,204019.2,1604993.6
11/1/1985,7393,3933,5152,48950,41.4,37.7,39.6,32.9,306070.2,148274.1,204019.2,1610455
12/1/1985,7388,3942,5162,49068,41.7,37.8,39.7,33,308079.6,149007.6,204931.4,1619244
1/1/1986,7383,3963,5163,49146,41.5,38.7,39.6,33,306394.5,153368.1,204454.8,1621818
2/1/1986,7364,3955,5166,49249,41.5,37,39.5,32.9,305606,146335,204057,1620292.1
3/1/1986,7337,3965,5161,49340,41.5,37.3,39.6,33,304485.5,147894.5,204375.6,1628220
4/1/1986,7333,4000,5162,49462,41.3,38,39.4,32.8,302852.9,152000,203382.8,1622353.6
5/1/1986,7311,3981,5163,49608,41.4,37.9,39.6,32.9,302675.4,150879.9,204454.8,1632103.2
6/1/1986,7259,3971,5165,49603,41.4,37.6,39.6,32.8,300522.6,149309.6,204534,1626978.4
7/1/1986,7230,3978,5159,49906,41.3,37.8,39.5,32.8,298599,150368.4,203780.5,1636916.8
8/1/1986,7241,3993,5158,49989,41.4,38,39.7,32.8,299777.4,151734,204772.6,1639639.2
9/1/1986,7238,3989,5173,50195,41.5,38.1,39.6,32.7,300377,151980.9,204850.8,1641376.5
10/1/1986,7216,3991,5180,50310,41.3,37.6,39.6,32.8,298020.8,150061.6,205128,1650168
11/1/1986,7222,3995,5185,50434,41.4,37.5,39.7,32.9,298990.8,149812.5,205844.5,1659278.6
12/1/1986,7229,4019,5196,50548,41.5,37.7,39.8,32.7,300003.5,151516.3,206800.8,1652919.6
1/1/1987,7214,4032,5191,50678,41.5,38.7,39.9,32.8,299381,156038.4,207120.9,1662238.4
2/1/1987,7243,4054,5195,50840,41.9,38.6,40.2,32.9,303481.7,156484.4,208839,1672636
3/1/1987,7242,4051,5204,50992,41.7,38.3,40,32.9,301991.4,155153.3,208160,1677636.8
4/1/1987,7249,4060,5216,51204,41.5,38,39.9,32.8,300833.5,154280,208118.4,1679491.2
5/1/1987,7258,4081,5223,51371,41.7,38.6,40,32.9,302658.6,157526.6,208920,1690105.9
6/1/1987,7260,4080,5222,51479,41.6,38,40,32.9,302016,155040,208880,1693659.1
7/1/1987,7257,4083,5264,51674,41.7,38.2,40,32.8,302616.9,155970.6,210560,1694907.2
8/1/1987,7312,4092,5248,51748,41.6,38.2,40,33,304179.2,156314.4,209920,1707684
9/1/1987,7347,4087,5267,51912,41.4,37.4,40,32.9,304165.8,152853.8,210680,1707904.8
10/1/1987,7367,4126,5270,52130,41.8,38.4,40.1,32.8,307940.6,158438.4,211327,1709864
11/1/1987,7393,4134,5285,52258,41.8,37.9,40,32.9,309027.4,156678.6,211400,1719288.2
12/1/1987,7414,4163,5293,52434,41.7,38.5,40.1,32.7,309163.8,160275.5,212249.3,1714591.8
1/1/1988,7383,4067,5301,52551,41.8,37.4,40.1,32.7,308609.4,152105.8,212570.1,1718417.7
2/1/1988,7400,4138,5306,52837,41.8,37.7,40.1,32.8,309320,156002.6,212770.6,1733053.6
3/1/1988,7405,4175,5307,52960,41.7,38.3,39.9,32.6,308788.5,159902.5,211749.3,1726496
4/1/1988,7428,4199,5305,53124,41.8,38.3,39.9,32.7,310490.4,160821.7,211669.5,1737154.8
